road_link_id,from_node_id,to_node_id,time_period,volume,CA,CD,queue,travel_time,speed,notes
3004,3,4,0835:00_0836:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0836:00_0837:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0837:00_0838:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0838:00_0839:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0839:00_0840:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0840:00_0841:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0841:00_0842:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0842:00_0843:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0843:00_0844:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0844:00_0845:00,1.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0845:00_0846:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0846:00_0847:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0847:00_0848:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0848:00_0849:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0849:00_0850:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0850:00_0851:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0851:00_0852:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0852:00_0853:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0853:00_0854:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0854:00_0855:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0855:00_0856:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0856:00_0857:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0857:00_0858:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0858:00_0859:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
3004,3,4,0859:00_0900:00,0.000,8.000,8.000,0.000,0.100,6.000,simulation-based
