agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,opti_cost,oc_diff,relative_diff,node_sequence,link_sequence,time_sequence,time_decimal_sequence,
1,1,3,0,1,3,vo,AM,10.0,0.0,42.0,0.0100,0,0,0,1;3;,-1514150288;,0730:00;0811:59;,450.00;491.98;
51,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:42;0731:42;0816:47;,420.70;451.70;496.80;
52,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:42;0733:47;0818:53;,420.70;453.80;498.90;
53,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:42;0734:06;0819:12;,420.70;454.10;499.20;
54,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:42;0734:17;0819:23;,420.70;454.30;499.40;
55,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:42;0734:47;0819:53;,420.70;454.80;499.90;
56,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:47;0735:17;0820:23;,420.80;455.30;500.40;
57,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:47;0735:30;0820:36;,420.80;455.50;500.60;
58,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:47;0735:47;0820:53;,420.80;455.80;500.90;
59,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:47;0737:12;0822:17;,420.80;457.20;502.30;
60,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:47;0737:36;0822:42;,420.80;457.60;502.70;
61,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:47;0738:17;0823:23;,420.80;458.30;503.40;
62,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:47;0738:23;0823:30;,420.80;458.40;503.50;
63,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:53;0739:36;0824:42;,420.90;459.60;504.70;
64,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:53;0740:17;0825:23;,420.90;460.30;505.40;
65,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:53;0741:12;0826:17;,420.90;461.20;506.30;
66,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:53;0741:23;0826:30;,420.90;461.40;506.50;
67,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:53;0741:53;0827:00;,420.90;461.90;507.00;
68,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:53;0742:30;0827:36;,420.90;462.50;507.60;
69,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:00;0743:17;0828:23;,421.00;463.30;508.40;
70,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:00;0744:12;0829:17;,421.00;464.20;509.30;
71,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:00;0744:17;0829:23;,421.00;464.30;509.40;
72,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:00;0744:30;0829:36;,421.00;464.50;509.60;
73,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:00;0745:06;0830:12;,421.00;465.10;510.20;
